Date,Open,High,Low,Close,Volume,Ticker
2025-09-05,509.07000732421875,511.9700012207031,492.3699951171875,495.0,31994800,MSFT
2025-09-08,498.1099853515625,501.20001220703125,495.0299987792969,498.20001220703125,16771000,MSFT
2025-09-09,501.42999267578125,502.25,497.70001220703125,498.4100036621094,14410500,MSFT
2025-09-10,502.9800109863281,503.2300109863281,496.7200012207031,500.3699951171875,21611800,MSFT
2025-09-11,502.25,503.1700134277344,497.8800048828125,501.010009765625,18881600,MSFT
2025-09-12,506.6499938964844,512.5499877929688,503.8500061035156,509.8999938964844,23624900,MSFT
2025-09-15,508.7900085449219,515.469970703125,507.0,515.3599853515625,17143800,MSFT
2025-09-16,516.8800048828125,517.22998046875,508.6000061035156,509.0400085449219,19711900,MSFT
2025-09-17,510.6199951171875,511.2900085449219,505.92999267578125,510.0199890136719,15816600,MSFT
2025-09-18,511.489990234375,513.0700073242188,507.6600036621094,508.45001220703125,18913700,MSFT
2025-09-19,510.55999755859375,519.2999877929688,510.30999755859375,517.9299926757812,52474100,MSFT
2025-09-22,515.5900268554688,517.739990234375,512.5399780273438,514.4500122070312,20009300,MSFT
2025-09-23,513.7999877929688,514.5900268554688,507.30999755859375,509.2300109863281,19799600,MSFT
2025-09-24,510.3800048828125,512.47998046875,506.9200134277344,510.1499938964844,13533700,MSFT
2025-09-25,508.29998779296875,510.010009765625,505.0400085449219,507.0299987792969,15786500,MSFT
2025-09-26,510.05999755859375,513.9400024414062,506.6199951171875,511.4599914550781,16213100,MSFT
2025-09-29,511.5,516.8499755859375,508.8800048828125,514.5999755859375,17617800,MSFT
2025-09-30,513.239990234375,518.1599731445312,509.6600036621094,517.9500122070312,19728200,MSFT
2025-07-01,206.4357061767528,209.95171998702364,205.90630823197938,207.58441162109375,78788900,AAPL
2025-07-02,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800,AAPL
2025-07-03,211.90950026104147,214.40666625629999,211.56988934364432,213.30792236328125,34955800,AAPL
2025-07-07,212.43889126622693,215.9848699115094,208.56330013289198,209.7119903564453,50229000,AAPL
2025-07-08,209.86183643928914,211.1903153368944,208.213697736729,209.7719268798828,42848900,AAPL
2025-07-09,209.2924745188519,211.09043707809712,206.98509558510867,210.90065002441406,48749400,AAPL
2025-07-10,210.27134950514616,213.23798377907798,209.7918979255535,212.16920471191406,44443600,AAPL
2025-07-11,210.33129628612954,211.88952536572023,209.6220944658076,210.92062377929688,39765800,AAPL
2025-07-14,209.69201166358403,210.67091168904602,207.3047216270235,208.3834991455078,38840100,AAPL
2025-07-15,208.9828312368767,211.64980271899068,208.6831682659836,208.87295532226562,42296300,AAPL
2025-07-16,210.06160887608695,212.1592191902425,208.40348697906978,209.92176818847656,47490500,AAPL
2025-07-17,210.33130094399476,211.5599023237274,209.35240091776063,209.78192138671875,48068100,AAPL
2025-07-18,210.63095139102305,211.54990664350106,209.46227954032304,210.9405975341797,48974600,AAPL
2025-07-21,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400,AAPL
2025-07-22,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100,AAPL
2025-07-23,214.75626907170553,214.90609293027538,212.1692088371252,213.9072265625,46989300,AAPL
2025-07-24,213.65751035981805,215.44548969662856,213.28793468034502,213.51766967773438,46022600,AAPL
2025-07-25,214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460938,40268800,AAPL
2025-07-28,213.78737619229818,214.60645396318566,212.81847455673218,213.80735778808594,37858000,AAPL
2025-07-29,213.93719187335407,214.5664825639156,210.58101550100253,211.03050231933594,51411700,AAPL
2025-07-30,211.65977882345743,212.14922883427738,207.48452469073794,208.81301879882812,45512500,AAPL
2025-07-31,208.25365677749065,209.60211724381097,206.92516266487007,207.33470153808594,80698400,AAPL
2025-08-01,210.63095505795985,213.33788973606855,201.27158167093614,202.1505889892578,104434500,AAPL
2025-08-04,204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300,AAPL
2025-08-05,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503906,44155100,AAPL
2025-08-06,205.39689808550258,215.1358452662651,205.35693489516686,213.0082550048828,108483100,AAPL
2025-08-07,218.63187314031333,220.59964108330854,216.33447747046458,219.7805633544922,90224800,AAPL
2025-08-08,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000,AAPL
2025-08-11,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100,AAPL
2025-08-12,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200,AAPL
2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500,AAPL
2025-08-14,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300,AAPL
2025-08-15,234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700,AAPL
2025-08-18,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200,AAPL
2025-08-19,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,39402600,AAPL
2025-08-20,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,42263900,AAPL
2025-08-21,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,30621200,AAPL
2025-08-22,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,42477800,AAPL
2025-08-25,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,30983100,AAPL
2025-08-26,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100,AAPL
2025-08-27,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500,AAPL
2025-08-28,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700,AAPL
2025-08-29,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400,AAPL
2025-09-02,229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600,AAPL
2025-09-03,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800,AAPL
2025-09-04,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400,AAPL
2025-09-05,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400,AAPL
2025-09-08,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500,AAPL
2025-09-09,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900,AAPL
2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800,AAPL
2025-09-11,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600,AAPL
2025-09-12,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200,AAPL
2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500,AAPL
2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63421100,AAPL
2025-09-17,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,46508000,AAPL
2025-09-18,239.97000122070312,241.1999969482422,236.64999389648438,237.8800048828125,44249600,AAPL
2025-09-19,241.22999572753906,246.3000030517578,240.2100067138672,245.5,163741300,AAPL
2025-09-22,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400,AAPL
2025-09-23,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,AAPL
2025-09-24,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700,AAPL
2025-09-25,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,AAPL
2025-09-26,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46076300,AAPL
2025-09-29,254.55999755859375,255.0,253.00999450683594,254.42999267578125,40127700,AAPL
2025-09-30,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,37704300,AAPL
2025-07-01,218.83500295434465,222.69679219792778,215.85133741934857,218.4957275390625,16962200,ORCL
2025-07-02,217.2184327292386,231.40828242833157,216.26047680163015,229.4923553466797,22326900,ORCL
2025-07-03,232.72549037249294,237.48538050874603,230.70976924050424,236.81680297851562,18441400,ORCL
2025-07-07,234.6114801223292,234.75118266129553,229.0133747960354,231.76751708984375,16584300,ORCL
2025-07-08,236.62720544231155,240.92806428241164,232.6955571989499,234.00277709960938,20401800,ORCL
2025-07-09,235.01063061865236,236.00851026750027,231.50807853271286,235.30999755859375,10871600,ORCL
2025-07-10,239.94000244140625,240.05999755859375,233.5,235.0,11486300,ORCL
2025-07-11,231.3699951171875,234.0,229.8699951171875,230.55999755859375,10208200,ORCL
2025-07-14,229.4499969482422,230.63999938964844,225.1199951171875,229.27999877929688,11337000,ORCL
2025-07-15,232.41000366210938,235.60000610351562,229.1999969482422,234.9600067138672,10728800,ORCL
2025-07-16,235.5,241.3300018310547,233.19000244140625,241.3000030517578,12597500,ORCL
2025-07-17,243.33999633789062,251.60000610351562,242.00999450683594,248.75,17631300,ORCL
2025-07-18,248.5,249.67999267578125,245.0,245.4499969482422,9678100,ORCL
2025-07-21,245.30999755859375,246.8000030517578,243.24000549316406,243.5399932861328,7348400,ORCL
2025-07-22,241.97999572753906,242.2899932861328,235.41000366210938,238.11000061035156,11380900,ORCL
2025-07-23,239.9499969482422,243.4199981689453,238.66000366210938,241.89999389648438,7255800,ORCL
2025-07-24,242.41000366210938,244.0800018310547,240.55999755859375,242.8300018310547,8237900,ORCL
2025-07-25,242.33999633789062,245.47000122070312,241.42999267578125,245.1199951171875,7149600,ORCL
2025-07-28,246.0,247.77999877929688,243.4199981689453,247.7100067138672,6756800,ORCL
2025-07-29,248.6999969482422,253.07000732421875,246.58999633789062,249.97999572753906,8415300,ORCL
2025-07-30,248.63999938964844,251.0500030517578,245.60000610351562,250.60000610351562,8441400,ORCL
2025-07-31,255.77000427246094,260.8699951171875,253.32000732421875,253.77000427246094,15548700,ORCL
2025-08-01,247.8300018310547,248.41000366210938,242.0,244.4199981689453,12718200,ORCL
2025-08-04,245.89999389648438,252.91000366210938,245.89999389648438,252.52999877929688,8614800,ORCL
2025-08-05,255.41000366210938,258.489990234375,251.3699951171875,255.6699981689453,11197300,ORCL
2025-08-06,256.8399963378906,256.8399963378906,251.72000122070312,256.42999267578125,9930200,ORCL
2025-08-07,257.7099914550781,257.760009765625,246.52000427246094,249.38999938964844,11954200,ORCL
2025-08-08,250.02999877929688,250.88999938964844,247.86000061035156,250.0500030517578,8313300,ORCL
2025-08-11,248.39999389648438,254.69000244140625,245.55999755859375,252.67999267578125,9012100,ORCL
2025-08-12,252.5800018310547,257.8699951171875,251.0800018310547,253.86000061035156,9998400,ORCL
2025-08-13,257.1700134277344,257.6700134277344,242.63999938964844,244.17999267578125,14182100,ORCL
2025-08-14,244.9499969482422,248.9199981689453,242.57000732421875,244.9600067138672,10285600,ORCL
2025-08-15,246.9199981689453,250.6300048828125,242.92999267578125,248.27999877929688,11554000,ORCL
2025-08-18,246.1999969482422,249.16000366210938,243.6199951171875,249.07000732421875,6759900,ORCL
2025-08-19,249.25,249.25,232.22999572753906,234.6199951171875,16819300,ORCL
2025-08-20,232.17999267578125,235.8800048828125,228.25,235.05999755859375,11256400,ORCL
2025-08-21,233.0500030517578,235.9199981689453,232.42999267578125,233.16000366210938,7403100,ORCL
2025-08-22,234.05999755859375,238.5,231.4600067138672,236.3699951171875,9343600,ORCL
2025-08-25,237.35000610351562,239.02999877929688,235.27000427246094,235.41000366210938,6308600,ORCL
2025-08-26,235.0,236.91000366210938,232.7100067138672,234.2100067138672,11805200,ORCL
2025-08-27,235.0,236.52999877929688,232.67999267578125,235.80999755859375,5637600,ORCL
2025-08-28,235.5399932861328,241.9499969482422,235.1199951171875,240.32000732421875,8691500,ORCL
2025-08-29,237.61000061035156,238.22000122070312,223.11000061035156,226.1300048828125,16618600,ORCL
2025-09-02,222.0,225.4499969482422,218.7899932861328,225.3000030517578,10461900,ORCL
2025-09-03,225.89999389648438,225.89999389648438,221.75,223.4499969482422,8900800,ORCL
2025-09-04,222.0,223.57000732421875,219.55999755859375,223.0,10303100,ORCL
2025-09-05,232.5500030517578,234.6199951171875,225.88999938964844,232.8000030517578,15386100,ORCL
2025-09-08,239.88999938964844,242.4199981689453,235.30999755859375,238.47999572753906,18803000,ORCL
2025-09-09,239.94000244140625,243.49000549316406,234.55999755859375,241.50999450683594,41178700,ORCL
2025-09-10,319.19000244140625,345.7200012207031,312.0899963378906,328.3299865722656,131618100,ORCL
2025-09-11,330.3399963378906,331.0,304.6000061035156,307.8599853515625,69986000,ORCL
2025-09-12,305.7900085449219,307.9700012207031,291.75,292.17999267578125,51781900,ORCL
2025-09-15,306.45001220703125,307.0299987792969,297.2900085449219,302.1400146484375,40004000,ORCL
2025-09-16,314.05999755859375,319.9700012207031,302.2699890136719,306.6499938964844,51923300,ORCL
2025-09-17,307.69000244140625,308.6600036621094,295.0299987792969,301.4100036621094,27707900,ORCL
2025-09-18,303.0400085449219,303.82000732421875,292.0,296.6199951171875,24673100,ORCL
2025-09-19,299.0,311.1099853515625,297.32000732421875,308.6600036621094,40776200,ORCL
2025-09-22,309.6300048828125,329.5,306.9200134277344,328.1499938964844,44437500,ORCL
2025-09-23,324.0,325.0,310.04998779296875,313.8299865722656,35280200,ORCL
2025-09-24,311.8599853515625,312.4700012207031,300.0299987792969,308.4599914550781,33765300,ORCL
2025-09-25,295.2699890136719,298.75,288.54998779296875,291.3299865722656,39274900,ORCL
2025-09-26,293.0,294.0,283.0,283.4599914550781,25990700,ORCL
2025-09-29,284.6000061035156,285.9800109863281,279.6099853515625,282.760009765625,25778500,ORCL
2025-09-30,283.69000244140625,284.0,275.8999938964844,281.239990234375,23880800,ORCL
2025-07-01,156.28118836420296,157.19114075936278,151.4814709885328,153.29136657714844,213143600,NVDA
2025-07-02,152.97137110311218,157.5911210146133,152.9613771597412,157.2411346435547,171224100,NVDA
2025-07-03,158.36106240246136,160.97091579811564,157.76110539966962,159.3310089111328,143716100,NVDA
2025-07-07,158.19107281354107,159.3010108082469,157.33112071622008,158.2310791015625,140139000,NVDA
2025-07-08,159.32102164925746,160.21097087662494,158.3810721884118,159.99098205566406,138133000,NVDA
2025-07-09,161.2109090473586,164.41072552837133,161.15091487239096,162.87081909179688,183656400,NVDA
2025-07-10,164.31074810125853,164.4907306346819,161.6008940928153,164.09075927734375,167704100,NVDA
2025-07-11,163.71077623333997,167.88053943905462,163.4607903198708,164.91070556640625,193633300,NVDA
2025-07-14,165.36067502496692,165.48067863727533,162.0108729824689,164.06076049804688,136975800,NVDA
2025-07-15,171.18034650685541,172.39026971263084,169.19045325951484,170.69036865234375,230627400,NVDA
2025-07-16,171.05035621730414,171.74031976856003,168.89047429804987,171.36033630371094,158831500,NVDA
2025-07-17,172.01030913929756,174.15018791751396,170.82037376702192,172.99024963378906,160841100,NVDA
2025-07-18,173.63021019833226,174.24017641906912,171.2503394915346,172.40028381347656,146456400,NVDA
2025-07-21,172.7402639749064,173.37023335124513,170.99036260323587,171.37034606933594,123126100,NVDA
2025-07-22,171.33033873133073,171.38033896465845,164.5707252526767,167.0205841064453,193114300,NVDA
2025-07-23,169.52044095634585,171.25033914956657,167.96053134785282,170.77037048339844,154082200,NVDA
2025-07-24,172.43027959809626,173.82020061413024,171.29034448608226,173.73020935058594,128984600,NVDA
2025-07-25,173.60021352539138,174.71015156060187,172.9502562716434,173.49021911621094,122316800,NVDA
2025-07-28,174.0101941822023,176.9900219174052,173.96019394928393,176.7400360107422,140023500,NVDA
2025-07-29,177.94996552058157,179.36988356772682,175.01012896550742,175.50009155273438,154077500,NVDA
2025-07-30,176.50004870661488,179.87986313645385,176.03007396904806,179.25990295410156,174312200,NVDA
2025-07-31,182.88968537366165,183.28967198380855,175.92007699286586,177.85997009277344,221685400,NVDA
2025-08-01,174.08017933113513,176.53003812303805,170.88036283204175,173.710205078125,204529000,NVDA
2025-08-04,175.150129411279,180.18983857913796,174.5101661001552,179.98985290527344,148174600,NVDA
2025-08-05,179.6098628583566,180.24982614601393,175.8900714807458,178.24993896484375,156407600,NVDA
2025-08-06,176.32005948301483,179.88985025482887,176.2400621628547,179.40988159179688,137192300,NVDA
2025-08-07,181.5597693442696,183.86963665167795,178.78992126086553,180.7598114013672,151878400,NVDA
2025-08-08,181.5397681998595,183.2896695438941,180.3898238761652,182.689697265625,123396700,NVDA
2025-08-11,182.0397344504628,183.82962677132744,180.23983292857787,182.0497283935547,138323200,NVDA
2025-08-12,182.94968779347354,184.46959107996432,179.4498851930147,183.14967346191406,145485700,NVDA
2025-08-13,182.60969839497247,183.95962838065756,179.33989375414814,181.5797576904297,179871700,NVDA
2025-08-14,179.73985890356857,183.0096786896392,179.44988197821397,182.00973510742188,129554000,NVDA
2025-08-15,181.86974661621798,181.88973450248375,178.02995160113952,180.4398193359375,156602200,NVDA
2025-08-18,180.58981649127065,182.92968080449612,180.5798072904055,181.99972534179688,132008000,NVDA
2025-08-19,182.41970688751834,182.4897102645763,175.48011099603517,175.63009643554688,185229200,NVDA
2025-08-20,175.1601234390134,175.99007848098316,168.79048741289236,175.39010620117188,215142700,NVDA
2025-08-21,174.8401410010552,176.89001313294924,173.80019113380274,174.97012329101562,140040900,NVDA
2025-08-22,172.60026380920357,178.57992220965232,171.19033968434712,177.97996520996094,172789400,NVDA
2025-08-25,178.3399565343825,181.89975349617023,176.56005805348863,179.79986572265625,163012800,NVDA
2025-08-26,180.04984011627135,182.379710508586,178.79991063056144,181.75975036621094,168688200,NVDA
2025-08-27,181.96973565618129,182.47971666734583,179.0899084065932,181.5897674560547,235518900,NVDA
2025-08-28,180.80980830742462,184.45959632874283,176.40005338826177,180.1598358154297,281787800,NVDA
2025-08-29,178.099952232122,178.13994326196564,173.14022534545884,174.170166015625,243257900,NVDA
2025-09-02,169.99041567915194,172.37028638119727,167.2105736316213,170.77037048339844,231164900,NVDA
2025-09-03,171.0503597309562,172.40028977270214,168.8704898798795,170.61038208007812,164424900,NVDA
2025-09-04,170.56039467979372,171.85031526705663,169.40045639085815,171.65032958984375,141670100,NVDA
2025-09-05,168.02052717453523,169.02047080600087,164.06075893837155,167.01058959960938,224441400,NVDA
2025-09-08,167.5405549408978,170.95036631358883,167.34056927044318,168.30050659179688,163769100,NVDA
2025-09-09,169.08046220477644,170.97035502688004,166.7306038641957,170.7503662109375,157548400,NVDA
2025-09-10,176.63004377208136,179.2798883121013,175.46011154547278,177.32000732421875,226852000,NVDA
2025-09-11,179.67999267578125,180.27999877929688,176.47999572753906,177.1699981689453,151159300,NVDA
2025-09-12,177.77000427246094,178.60000610351562,176.4499969482422,177.82000732421875,124911000,NVDA
2025-09-15,175.6699981689453,178.85000610351562,174.50999450683594,177.75,147061600,NVDA
2025-09-16,177.0,177.5,174.3800048828125,174.8800048828125,140737800,NVDA
2025-09-17,172.63999938964844,173.1999969482422,168.41000366210938,170.2899932861328,211843800,NVDA
2025-09-18,173.97999572753906,177.10000610351562,172.9600067138672,176.24000549316406,191763300,NVDA
2025-09-19,175.77000427246094,178.0800018310547,175.17999267578125,176.6699981689453,237182100,NVDA
2025-09-22,175.3000030517578,184.5500030517578,174.7100067138672,183.61000061035156,269637000,NVDA
2025-09-23,181.97000122070312,182.4199981689453,176.2100067138672,178.42999267578125,192559600,NVDA
2025-09-24,179.77000427246094,179.77999877929688,175.39999389648438,176.97000122070312,143564100,NVDA
2025-09-25,174.47999572753906,180.25999450683594,173.1300048828125,177.69000244140625,191586700,NVDA
2025-09-26,178.1699981689453,179.77000427246094,174.92999267578125,178.19000244140625,148573700,NVDA
2025-09-29,180.42999267578125,184.0,180.32000732421875,181.85000610351562,193063500,NVDA
2025-09-30,182.0800018310547,187.35000610351562,181.47999572753906,186.5800018310547,236981000,NVDA
2025-07-01,176.64711220363492,177.06175016091657,174.50403858767385,176.7520294189453,25778500,GOOG
2025-07-02,176.38734664225254,179.77431882306013,175.93275111969743,179.59947204589844,19325900,GOOG
2025-07-03,179.65943481772604,180.60858345440707,178.03088546799643,180.38877868652344,13287400,GOOG
2025-07-07,179.9741410589373,180.1789598314395,176.48226683459202,177.4014434814453,20991400,GOOG
2025-07-08,178.62034827773374,178.63033385947716,173.76468764691197,175.0035858154297,24108600,GOOG
2025-07-09,175.95273909172283,180.11901356387378,173.72473469070374,177.50135803222656,31288000,GOOG
2025-07-10,176.512234511381,179.4296251657738,175.5830723051054,178.54042053222656,24693700,GOOG
2025-07-11,177.75112886809936,182.44692868840252,177.38245509455163,181.14808654785156,23975700,GOOG
2025-07-14,181.9074143693571,184.5650273381907,180.5496192082718,182.64674377441406,20990400,GOOG
2025-07-15,183.77573911870363,185.24442758915293,182.22712026096616,182.93649291992188,23911600,GOOG
2025-07-16,184.1554078901505,185.16950087616138,182.91650973311008,183.60589599609375,21152600,GOOG
2025-07-17,182.95148859796868,185.02162933119868,181.33792526233427,184.53506469726562,21654400,GOOG
2025-07-18,186.45334173485833,187.19268639627012,184.56503013215195,185.77395629882812,21033400,GOOG
2025-07-21,186.9329227356617,191.08919620124823,186.88296433744753,190.9792938232422,24665000,GOOG
2025-07-22,192.2481667751554,193.18732979274287,188.32666875796485,191.93844604492188,26212900,GOOG
2025-07-23,192.1882210378446,193.18732802696937,190.010159874068,191.33897399902344,34068100,GOOG
2025-07-24,197.9330847594232,198.79231737351353,191.77858209315576,193.0274658203125,45252100,GOOG
2025-07-25,192.75771028339912,195.10061746773786,191.95843686256575,193.9066925048828,31101800,GOOG
2025-07-28,194.23639006720387,194.6460275845246,191.68366382649796,193.2472686767578,25553500,GOOG
2025-07-29,193.1273831421187,196.4843832196581,192.817662416167,196.25457763671875,31891600,GOOG
2025-07-30,196.12470577159496,198.30275169861974,195.3853611085289,197.26368713378906,21150500,GOOG
2025-07-31,196.4244402882278,196.65423062723093,191.90847242579005,192.68777465820312,27852000,GOOG
2025-08-01,189.6105186355703,191.44687467641603,188.5314812837375,189.78036499023438,21236700,GOOG
2025-08-04,191.00428383507187,195.9049024520249,190.74950667153828,195.5751953125,23386000,GOOG
2025-08-05,195.37037403152394,198.5225553573162,194.5011558308944,195.1455841064453,19010200,GOOG
2025-08-06,195.0756489615275,197.20375182865104,194.2933433951165,196.74415588378906,15383700,GOOG
2025-08-07,197.53344472313984,198.19284373359994,195.04566289247066,197.10382080078125,14660600,GOOG
2025-08-08,197.80320024624658,203.24833036524188,197.72326985656238,201.90953063964844,24379900,GOOG
2025-08-11,201.37500595004394,201.97947666721265,199.6215835153614,201.449951171875,16690200,GOOG
2025-08-12,201.91453322711988,204.9468266736469,201.2201465346662,203.97769165039062,19854000,GOOG
2025-08-13,204.79694945685728,205.24654455972473,198.46261470892654,202.84869384765625,19573000,GOOG
2025-08-14,202.37911588398708,205.2365625759638,202.14432512407217,203.63800048828125,17777100,GOOG
2025-08-15,204.53718749330082,207.14485738883576,201.9045460206804,204.72702026367188,21111400,GOOG
2025-08-18,204.88687667774633,205.95591322393057,203.22835542424343,204.10755920410156,13000200,GOOG
2025-08-19,203.72291858829,204.10756930819693,200.75056906348905,202.30918884277344,13476600,GOOG
2025-08-20,201.49989012472352,201.9894580373513,197.28367265876727,200.01123046875,13971700,GOOG
2025-08-21,200.54075847297617,203.17840034597594,200.22103691495778,200.4408416748047,11768900,GOOG
2025-08-22,203.7778705571345,209.0431534739571,201.94950291655513,206.535400390625,25723700,GOOG
2025-08-25,206.8151460768586,210.90148999026277,205.7660806926536,208.9732208251953,22788800,GOOG
2025-08-26,208.18392059569848,208.2738518119723,206.26563698618554,207.76429748535156,23051000,GOOG
